Sentiment,Text
0,Queing at german embassy since 7:30 this am! About 55 people ahead of me! Why is everyone up so early 
0,"Welcome home a Vietnam Vet just walk on up put out your hand to shake, and say Welcome Home They never got that  "
0," i'm afraid i can't.  He's in the gallery above me, so i'd have to stand, and i thing the President might notice!!"
0,I dunno who to vote for 
0,Craving vegamit but its illegal in the usa 
0," I don't know, we don't have a DQ around here anymore. "
0, They either find it doesn't pay (in politics) or &quot;have just never done it&quot; - wish I had a better answer 
0, I voted many times for BTO TCOB  o would have gone to nuit blanche for TCOB. Oh well
0,omg watch dis I cant believe wat shes sayin OMG  
0,FOTA teams intent on starting their own series. Will Max and the FIA finally listen or are we looking at one big lawsuit; Politics 
0,"We have a Polo team , I think from the Police and the army "
0, when i was gay  kkk
0,nt online &amp; mayb next week  if u havent voted pls do: 
0, I wish i had my 360 so I can play MP with my friends. I feel as though I am missing out on half of the game 
0,WHY did the only person who really cares about me leave to the army.  No one loves me anymore. I hate it.
0, i can't find where to vote for you! nothing comes up 
0," i want  but i live in england, THEN at the end of yur tour i saw manchester.. then i realised it was in the US "
0,No matter what those teenage girls were going to vote for Shawn no matter how good Gilles was or how hot he was. 
0,"GOSH. trending topics are so sad today.  the iran election, woman beaters, metro crashes, "
0,still has no electricity  at least I got to finish new moon! off to eat Dynasty.
0,Justwatched the premier of Jon  Kate plus 8 andI just cant pull myself together.I cant imagine being alone with my 2 let alone 8.   
0,Will you guy's keep voting for her and ask u'r followers to help to. Only 4days left before competitions close. 
0,watching the news for the first time since Obama's inauguration XD boo prop 8 
0,Car bomb attack in Spain's Basque  1 police inspector death. ETA terrorist group  
0, I hate when childish petty feelings come before the welfare of the child 
0,"oh, this sucks - hubby is staying in the US for another whole week, he was supposed to be back  ugh! "
0,"Pure genocide he Iranian Elections Were a Hoax  , it about first light now - more Video coming in - not good -  QC"
0,Dear Mr President by pink touch me everytime i listen to it 
0, You don't find it ironic that the U.S. kills people to prove that killing people is wrong? 
0,Wishing I was going to the USA with some of the  to see not only  but  too  Can you kidnap him girls? ta x
0, Oh no. And i cant vote after today cuz goin back to drama school. No laptop  Another excuse to get an internet phone. Damn.
0,I've got tonnes of votes to beat  
0,Auch! My eclipse installation is corrupt. all sorts of error messages. have to reinstall. 
0,"About to watch Revolutionary Road. It better not disappoint me like the book did, or I'm gonna be pissed. Yes, this is my exciting life "
0, i REALLY hope not  political parties i feel comfortable voting for seem to be dropping like 
0,despotic tyranny I fucking hate  not over it 
0, I have been failing at cooking lately  makin me sad. Duno how to cook for less than an army. I need to practice flour tortillas.
0,"Atleast Now, All fake political drama by parties (to get votes) in TN in the name of suffering Eelam Tamils will end, Thats it, Game over "
0,been rather tempted by a Premier Projector on eB  But then thought that a fifth drumkit might be a bit   
0,Damn im nt at home- cant vote for  today for da tca 
0," I'm goood, Mike, thank U. I don't think that beat was for me.  The melody/words I cam up w/ dun do justice to that beat "
0," well, i got the student president job in the end. so a gap year, even though i'll still be at uni. Hospital for kidney stones "
0, No bullshit!  
0, The volley one? A friend who lives in the usa commented it to me.. but I can't see it! 
0,looks like the BNP have a seat in Yorkshire - maybe Labour should have bothered campaigning 
0," 11/12; I underestimated the number of US military killed in Iraq.   It's a really simple quiz, if you're paying any attention."
0, eww no haha white chocolate is just as bad  ahh i just watched the ep from the usa last night in HD was well mint lol wuut?
0,"Dull day, think we'll see a bounce in the US tonight tho.  TV blown in the bedroom - 27 years we've had it, hearbroken "
0,something like only 49% of the province  that's so sad 
0, Nope.    I think they really just don't send it to the US.  Oh well!  What's your interview for?
0, watching the only season of &quot;Over There&quot; -- crazy show. gotta shower and get to sleep soon. work comes early 
0,can't go to aerosmith or the premier 
0,"Celebrating my 3 year anniversary, wish he was local  damn "
0, Yahh!!! But ur going to L.A. right?  Im on the opposite side of the U safely S*k�ssen*
0, My eyes are just bad candidates  Some medical issues with them that aren't going away anytime soon.  Oh well.
0,yay I was finally able 2 cast all my votes for the TCA. i votd 4 selena 4 the red carpet thing cuz she was only nominatd 4 that one award 
0," Thanks for all you do for SD 7 and for all conservatives. FYI, you're one of my FB friends but don't follow me on Twitter. "
0,I'm in class! Political science.. 
0,this is freakin ridiculous! gov't workers move so fast! 
0, never. :-D Unfortunately the last reply you gave RE health care reform was correct. I just don't have $60+ to give to my doc! 
0, Just voted for  votes behind 
0,  tommcfly 41921 Votes.Misha 25059 Vote. 
0,   oooohhh.. my speakers dont work!! 
0, Laugh - not sure I understood that but I suppose Somewhere My Love Applies to Art with his wife's immigration trouble 
0,  the ignorance of some people is sickening! many laws have been modified in the best interest of human rights 
0, it says it only works in the US  but ty anyways!
0,"Just been and voted. I always feel so awesome after voting, just so happy &amp; proud that I can. Wish the whole world could feel this way "
0,can't go sailing for the week  working and a trade delegation on monday
0,ugh! political robo calls have started 
0," Nice, have a good  I got the outfit slightly wrong last time, I went there dressed as the KKK... "
0," MANDY!!!  IT WON'T LET ME VOTE  I WANT HER TO WIN BUT I CAN'T HELP, I AM GONNA JUMP OFF A BRIDGE (KIDDING) BUT THIS SUX"
0, Man D never even say hi to me  never have coffee with me  am feeling way unloved  
0,I BADLY MISS THE US 
0, Get well soon!  Shouldn't it be against some federal code to have sick people woking on blood? n_n'
0, STOP saying how insane this tour is gonna be ... It's driving me crazy that I can't make it to the US to see a show! 
0,i am very disappointed at president Oba ma for not wanting to help Iran  this may be the only chance for iran to have freedom !
0, at least the US gets myx.. we don't get mix here at all 
0, - at  council training in Orange. Learning how to be a Democrat. It's all day though 
0, True enough. It's easy to forget the use of services outside of the US/UK. Google generally excludes their results from search 
0, You're lucky you have Spotify. No such chance in the US.  The RIAA sucks.
0," Not sure, depends if people don't assume she'll walk it and therefore not vote. Not sure about online viewing. "
0," I didn't bring my passport, so I can't do the USA stuff  You're at , right? See you tomorrow? "
0," aw  thanks. i had word. but it was brief and not exactly what i was hoping for. but that's military life, right?"
0, It's true. I made a resolution with  no sex for a whole year 
0," Well, at least it's going to be on the news here. Modern technology and democracy, but how when information is withheld? "
0,yes we have Governor Corzine 
0,"Ripped my shorts in the crotch, accidentally took all the Air Race pics in small resolution=pissed fiance, and my face is puffy from sun. "
0,"i dont know, i mean i LOVE it here and my dad works here ALL the time, but i love the people and stuff in NC... AND the US,  well there is"
0,im hungry  neeeed food   bloc party's new song? very excited 
0,saw a sad movie that made me cry yeasturday!  reign( &lt; somthinglike  that) over me
0, I would but it would take too long  lol oh and I voted for ya!
0,"got woken this morning just before the resolution of a dream, has put me in something of a grump "
0,  well at least you know a check is  economy is KILLING me
0,Jesus! I just saw an ad on tv for a bloc party show at the MCA Sydney through mastercard debit and can find NOTHING about it on the net 
0," oh no,  how did i miss the vote. . ."
0," I tried voting 4 ya but the site willonlylet ya vote for best movie, That sucks so how r we gonna vote 4 u? Boo Hoo  reply plz"
0,diesel  70mpg  so sad its not available in the US. That'd be awesome.
0," when does it premier on family channel? i hope your enjoying yourself in toronto, if your still here! its crappy weather though "
0,"My frustration comes from the fact that well, I'm NOT a depression expert. I'm an environmental politics and policy specialist "
0, i've voted for you in that Ms. Twitter thing.. will have a look lagi soon. Where is this Asia Cafe thingy? can i join 
0,eating muffins. i'm not feeling better though  keep on voting for MCR everyone !
0, It's all thanks to populist &quot;no nothing&quot; conservatism. The &quot;supermajority&quot; hamstrings responsible fiscal govt now. 
0,"Tonight: Big parties for new Salvadoran Prez Funes'  drat, can't find a good, unbiased article to post in English "
0, shipping in outside hired help for wartime affairs long predates China. it is the oldest trick in the colonization book! 
0,"Shawn &amp; mark are my FAVE couple!! Even tho the jdges liked this dance, I found it a lil boring  I'll still probly vote 4them tho! Marks"
0, I was voted out of the leadership role last week and put on suspension after my &quot;San diego/whale vagina&quot; incident. 
0, I don't really have any extra to give. They cost me money 
0,  me neither  but i'm here at work none-the-less.  i vote for going back to sleep!!!
0,wondering whats going on in U.S. at the minute and if anyone from there is as bored as me 
0,FML:  I installed a new game ... and it was corrupted.  
0,Oh my buenos noches ppl California dont cook today! eat cold haha cuz its gonna get hot!  maybe Arnie oughta hold an ballot to see if he
0,extremely  disappointed  by the outcome of the elections 
0,"yeah, government forced us to do an exodus, buried our past memories forever. Things will never be the same again. "
0,  I remember Giffan. Cisco has a campaign based off our original idea 
0,8 mile run today 24 hour duty today and sunday gotta love the army realy would like to spend time with my family 
0, because normal people on the street generally support Israel but are underrepresented in the media. 
0, they were campaigning outside the school on the bell this afternoon.   thankfully more kids picked the ice cream van.
0,Went to the aquarium in gatlinburg. Now at cracker  got voted against for buffet  and MIGRAINE
0, Sheeeet!  Totally forgot about the Capitol Square Computer Treasure Trove!!! Bugger! It is closer to me than York St too  
0,Yesterday's resolution to make today a day of  at 7am 
0,Home from road trip to Buffalo International Airport to pick up friends. It was the last time I can cross into the US without a passport 
0,First time in my live that i got a little pop up on the taskbar saying that one of my files was corrupt and I needed to run chkdisk 
0,Seems like OS 10.5.7 corrupted the sleepimage file on my iMac G5:  
0, she got my vote even though they don't show the awards over here  you go k.p!
0, I think I need to buy a phone card to do so. I tried texting you and I don't think it worked 
0,Being an immigrant I cannot vote in Danish elections. This is so unfair! 
0,"  another vote for Recession Bus Tours,  brilliant, although it's a shame Sainsburys will no longer supply "
0," i voted for you! but, you're bad tom! you never answer me! i'm sending messages every day! but is always the same thing! "
0,i really liked the  twitter shirt approach - but now it appears to be mostly lame stuff getting nominated  bumme
0, We got thrown out of pub.  Say goodbye to Richard for me. And his Bubblegum Army.
0,"Just contacted Metro Customer Relations. Still disturbed by the bus that stole a bike &amp; almost killed the owner. Composed, yet defeated "
0, - but these same people campaign to stop violations of a person's human rights. Something's wrong  somewhere 
0,Cafe revolution lost their liquor license 
0,Watching DJ Emir battle his computer for supreme ruler of the studio.  I think the computer is winning 
0," politics is over for another session. And I desperately need to be taken dancing by Charlie until 6am. Alas, she is in Sydney. "
0,"I want to be on twitter trends as , so I'm going to make some controversial tweet next, please vote for me "
0," New Zealand is the FIRST nation to see the dawn of a new day, so, its not Caturday anymore here, its SUNday (only no sun!  )"
0, inquiries into such things r i guess just a manipulating tool and a justifiable excuse to delay justice.. 
0,come on vote people! tom is seriously only a few votes away from archie!   &lt;--
0, plz follow me back and talk to me!!! I dont can call you  bc i can not listen your cute vote! lol xoxo thank you very muuch
0,Che - eve: 1-1 HT Let there be Justice! Please let Everton win? 
0," yes,  n I are campaigning. ps-sweetcheeks still didn't change his pic! "
0," Oh cool that's my excuse to. Hey Miley, I was gonna vote n all, but I cant find the vote button    .. haha ;)"
0, miley what's the link to vote for you!! i can't find it 
0," I just read your blog, it was hilarious haha it made me rofl.. I wish I was in the US so I could see you on tour "
0, What car in my parking lot DOESNT have one of those?  
0," Oh good Lord!  Twitter is the joke, not the election.  I am sorry for you that people don't understand that. "
0, that charice is over 1000 votes in front of you now  Xx
0, I'm republican. But I think Obama is in the right direction. Just my only worry is hyperinflation. 
0,Damn it! Giovanna is starting to lose to Carice    Vote Gio!!!! xx
0, hey!how r u? R u voting 4 David as Mr Universe? I'm voting like crazy  isn't so far away from David  ...
0, awww  thats stupid. how do i vote? xx
0," YESSS, MA'AM ! lol. ah how i wish i live in the U.S.. "
0,"shocked by the teeran images..  Poor girl died in a matter of seconds!! wow! im impressed.. fuck ahmadinejad,fuck m all!fukin extremists"
0,"  Nothing shocks me in this world anymore WL - seriously, long love capitalism hey "
0,Voice from Iran: Shame on a country in which foreign embassies are safer than hospitals  
0,not feeling exams atm!! 7 done 4 left bares gna fail politics tomoro  bad times!
0, Didn't think non UK peeps could  dear 
0,Would my anipals be so kind as to vote for me? I was just passed  
0," Yup, both the US and Iran, damned if you do and damned if you don't. "
0,AMA votes against white coats for docs. 
0,"Its so sad when I go outside and I see three dead bees. And that's just where I've been, imagine all over the USA "
0,"Depressed to learn the BNP won a EU Parliament seat    To the rest of Europe, I apologise"
0,everyone please vote for  for teen choice awards red carpet fashion icon! she deserved best actress too 
0, Makes me sad about politics these days. 
0,Very bummed I won't be able to attend Embassy Ball tonight - have just taken migraine meds and will crash soon    
0,AA3 is too buggy to play.    And I waited hours to get it.  Hope they fix the bugs soon.  Go Army Beta Testing!  lol
0,~  environment ~  Military sonar inked to stranding of cetaceans &amp; causes temporarily deafness to dolphins.   
0,thinking about 2 recommenders who could recommend me for fellowship in human  i don't have anyone in my  k bha  
0," Hahaha. I want to go to the US in Sept, and my friends want me to go to Berlin soon, but I'm not sure about the money for that "
0,politicians have no clue what they just approved. 
0,Looks like Griffin has won the BNP a 2nd seat in NW. Sad day in British politics 
0,"im suddenly very worried about 'new moon', i love the books so i really hope they do it justice. 'obi wan' that does worry me "
0, all my stuff is already at the house haha. so its NOW. but i have to wait to go to the usa. 5 more weeks for my immigration 
0, Glad to hear it! It scares the crap out of me that so many people voted for them though 
0,"Time to write my story about a sorceror named Goo, his army of Steel-Fisted War A and his elabourate luncheons. In Arabic. "
0,  She will be another useless person like our current president!  Sonia's dummies!! :X
0,World Premier: hardware that we've all known about for six months! 
0,still  some  to do justice to my sex  would think that part would be a no brainer   bleh !
0,Bloody LGBT caucus this afternoon means I'm gonna miss the Cuba 50 event (which I hear has free rum)  
0, = I voted Obama &amp;&amp;  Wanna Nail Palin? lol said by Sarah Palin. Yee yee. lol I Love SNL but missed it today. 
0," He's Just Not That Into You has the best advice. Saw the US weekly cover &amp; I know how it is  Also,  is mean."
0, sorry now u can vote just for Best movie at..   but miley is not there 
0, Hey Empress! I mite have to cancel our lunch tweet-up today. We're getting out early 4 the holiday  lunch 
0,R found a dead squirrel in the backyard first thing this morning. Not a mark on it. Wondering if a plague has hit the Squirrel Army. 
0, ahaa! iv voted for you 57 times! (: but its sad you have to leave 20 minutes in between each vote  ♥♥xx♥♥xx♥♥
0,I have a feeling my voting papers won't arrive in time to be counted.  That's mainly my fault. 
0,Can I only vote once a day?  So I´ll vote again tomorrow! Kann man &quot;online&quot; steigern? Dann ist Romeo nämlich am Onlinsten. xD
0,"If foreign embassies leave Iran our defenceless ppl inside Iran won't have any protection anymore, they'll be slaughtered  "
0,"Just found out politics isn't due til the exam. Screw working on that, paying attention to litrad now! I'm so boring "
0," I wish I could!  I'm in the damn Estonia, it's quite far from the US! "
0,The ceiling is weird thoughhhh. Look at Woof Woof. He's sexy. And is tired of Dalt Dalt acting like a republican on him 
0,PS: HAPPY 4:20!! I wish I could go to the Parliament Hill tonight 
0," some say main candidate sites hacked, other people say not  so don't know what to beleive"
0,I shouldn't be reading about missing planes while my husband is flying over the US on business.  What a sad story.
0, It says I'm in the US store but brings up my Canadian store email address and neither password  
0, he is fine thx I was in an all day laptop/iPhone banned meeting  boooring HR mandated training
0,"On oceanup. The post about teen pregnancies is so sad.  over 700,000 teens get pregnant in a year. And that's just in the US"
0,"the revolution is not being televised. instead, there's a repeat of britain's got talent "
0, voting is closed 
0," yeah lol the president of her fan club shot her, i started crying when they find out she died "
0,  that is just wrong. B Maybe we didn't vote enough -doubtful- I  we always vote 
0,"I really want Susan Boyle to win tonight, no one vote for that little girl that totally put on the water works last night. Poor Greg "
0,  2 votes from me. Pc yesterday laptop today although Isle of wight this week  
0,  hope ya'll are doing  ur  the time difference from Zurich to  
0," agreed!! Can't wait for the Old Republic, and of course, you're opinion on the next OOTG,damn I miss GFW/CGW "
0, i really like 'him' &amp; he really likes me &amp; we're driftin apart .. &amp; it suckss 
0,"I don't know why, but I can't stop looking at the panoramic photo that was taken in front of the capitol.  I kinda miss D.C. "
0,my clumsy  my hand on the edge of the door and bent it. it hurts  there's strong then there's army strong.
0," that whole things sucks, doesn't it?  Now I have The Beatles' &quot;Revolution&quot; in my head "
0,Learning that U.S. federal and intra-state railways don�t integrate their travel planners and don�t give their schedule data to Google. 
0,NK ARMY nobody commented on my  whoa I have no voice??? 
0,Trend forecaster Gerald Celente says Violent Revolution will start soon  --&gt;    
0,is uber-ill and had to sit through four hours of corporate propaganda which labelled me a terrorist. I need hugs and Calpol 
0, Oh My God. You're in the US now?! Oh Men. I missed you David! Hope you'll come back again here. Take care. 
0," Oh, we were being oh so impolitic. He even outed us to our political hashtag group, p2. He said I was very un-progressive. "
0," hi! pls don't laugh, but why people are saying &quot;vote for tom felton&quot;, vote for what? sorry, i'm kind of &quot;not updated&quot; "
0," I appreciate that, however your vote will only count once  did you check out the other competitors? I wish you would have done it"
0,tired and sunburned from spending the day at the  plus bummed about being at work 
0,Sad that I can't marry my partner of 32 years. h8 u ultra conservative California. 
0,"I wish I could be in 's music  sadly, I'm in Canada combating polar bears and studying for exams "
0,rt: Looks like Chicago was overlooked in the TOTC Spirit Award Nominations this year   
0,hey guys please vote vote vote for me!! I've fallen in the ranks    love u all! xxx
0,Yorks &amp; Humber 6 seats CON 2 Lab 1 Ukip 1 LD 1 &amp; a Fascist 
0,Still on page 4       Only 2 more days to go!  Vote vote vote 
0," Thank you, pigs! The site won't let me vote and that makes Pecan sad. "
0, did you say premier 2 night for ice road? And there's hockey 2 watch 
0, welcome to 3009 andy. good to see people still use ancient communication services. there is no president anymore though 
0, haha! !the stupid thing wouldn't let me vote again  you can succk it for telling me to suck it  lol.
0," I JUST saw your DM! I probably seemed really rude! I'm sorry  Thanks so much, I love NOLA want to educate the nation. "
0, Well thats sad 
0," Education and economics being, perhaps, the most heavily influenced. The general public just gets to vote every few years. "
0," Sorry, but i can't vote for you cos i live in England. It won't let me  I really wanted to vote."
0, absolutley - same here. And Griffin in Manchester town hall too - glad I'm not there or I'd be leaving in a police van 
0," i voted for you! but, you're bad tom! you never answer me! i'm sending messages every day! but is always the same thing! "
0,Good Morning Czech Republic now It's 5:17 AM  and I'm so very tired 
0,The tram broke down.  freakin terrorists.  
0,Just returned from my Caribean  It was so nice and hot in Dominican Republic and so cold and rainy here 
0," yup, exactly! i was excited for the elections but knew protests and riots would occur no matter who won. "
0,"One small step for GM, One GIANT leap away from the USA that many men have died for in creating and maintaining a free, capitalist nation "
0, Now! Imagine Ayatollah Khamenei &amp; Ahmadinejad with nuclear weapons  Iranian democrats must pr.. 
0, I need a Tim Hortons. Double time. Are they commin to the US soon? Our Starbucks closed. 
0,Pleo makers Ugobe filed for bankruptcy in the US yesterday    
0," I just read your blog, it was hilarious haha it made me rofl.. I wish I was in the US so I could see you on tour "
0,going to a work people party then going home to visit Grandma. Sadness 
0,  miley what's the link to vote for you!! i can't find it 
0," Aww I'm sorry! I voted for u!  Yesterday i dropped your guitar pic u sent me  It fell down my balconey, I cant find it."
0,"East Midlands: Tory 2, Labour 1, Lib Dem 1, UKIP 1. over 100 000 BNP votes though "
0,"...Mr. Mayor Bloomberg, what's with the city job cuts? People, get ready for the crime  can smell it coming around the corner! "
0,Ready for Army Wives to start! Been watching since first season and LOVE it! Spending the nite w/ my grandma  my lil man 
0,The site isn't working for me..  Hard to vote when the site doesn't reload!
0,Please don't forget to vote for me  
0,believes the united states postal service failed her once again 
0," Not good, too many of us in the US don't seem to &quot;get it&quot; - must think its a TV show or somthing   "
0," Yeah, you're right. Poor you  But we'll start an army to protect you!  - btw, you forgot the &quot;@&quot;"
0,my bestfriends on the other side of the united states &amp; ... I miss her 
0,England are playing tonight.The fine footballing nation of Azerbaijan.You watch we'll get butt kicked  
0,"Oh no, I forgot, today is # forgive me.  "
0,Its getting harder to watch Army Wives knowing my husband is deploying next year 
0,Combat Arms Server are too busy  &lt;&gt;
0, how long are you in the army for 
0,That's my good mood buggered. Libertas didn't run in my constituency and the candidate they suggested I vote for lost apparently 
0, Sigh. One more pessimist. Where are all the merit candidates? 
0, I knowww ive lost at least 9 votes through this. the link isn't wokring  campaign manager what do i doo?
0,is Jealous that everyone is at the Transformers 2  I wish i was 
0," i wish ya the best , i feeel so bad , bec i can't vote for ya "
0,I've found a very pretty dress but the company only ships to the USA! I'm gutted 
0,is sad that WA lost the Daylight Savings vote and we're stuck with no DLS   Lady tonight says she voted no:  &quot;baby cried because it wa ...
0, Oh no! do you have more info on the event being cancelled?? there's a big group of us from the US who booked rooms to stay 
0,My babys gone for the next 2 weeks ill never be a good army wife 
0, oh no!  thats not good! Where you gonna live? Independence day is getting close! *send pixie dust*
0,Punjab govt  electricity 
0, absolutely true. It is partly why we have the Tories in pwr now. Liberal sponsorship scandal had us turf them out of pwr. 
0,voting is playing up again 
0,I feel so inactive since I came back from the US! I wanna go back there so badly! 
0,it's my last day here  going to find salvation army.
0, nooooo i wish i could! 
0,Grrr. SIR Robert told me to run for the SAGE and be a CANDIDATE FOR HONORS? Ima stressed out. 
0,"WATCHIN BET, AND CHILLIN MADLY, FEEL A LIL BETTER, BUT HATE IMMA MISS MY BOY MUSIQ SHOW 2NITE @ DESOTO CIVIC cENTER, "
0,"EU voting day today. Sad, that in PL we can only vote only one day "
0,2 more days till change? I some how don't think so  But if you don't vote you can't 
0," *reads phone book* Hugh Clancy, Hugh C no Hugh Clap.  Poor Holly, though she'll grab pity votes like a shark."
0, - Why is the US govt. bailing them out?  Split them apart and sell them off.  No more tax dollars. Socialism begins here. Ugh!  
0,"Why did the US lose the Viet war? I need some ideas for my history assigment, any feedback would be most appreciated  ;bad headache "
0, those who don't vote are Fuglies  LOL Gotta run. Really late now and i havent got shoes on yet! 
0,is pissed because her new notebook has a shitty screen resolution 
0,Voice from Iran: Shame on a country in which foreign embassies are safer than hospitals 
0," I guess the only difference is, nahaluan na ng Politics ang case ni Hayden. Sobrang blown out of proportion na. "
0, I will need to think carefully about persuading you to go out and vote. My conscience might bother  
0," Yeah, I think Microsoft may have corrupted his brain somewhat. "
0, &amp; Eric ASGJ &amp; Tom Goes to the Mayor back to back=pain.  And why am I not sleeping??  
0, I need a color to support democracy in Florida. Another color for Argentina too. 
0, i'm watching the awards too.  miley didn't win   but ashley tisdale was great in HSM i voted for miley
0,  gutted i can't make it after all . I have a school governing body meeting that I have to go to  
0," Oh that SUCKS!   If it makes you feel any better, we voted for you!"
0," ahhh they stopped letting me vote .. idk why.. like, I haven't tried to vote in like .. a few days but they still won't let me.. "
0, I hope so too. French Prime Minister said we must prepare for the worst though and I fear he's right 
0,Leeds votes BNP 
0, oh yeah. Can you imagine that moron in the senate? Holy hell. And Crist is a RINO- not sure which 1 is worse 
0,I give up too! The worst day in a while! Fuck the military.  Best part of today was finding out hawkeye has a butthole chin.
0,"Got home. Apparently my Windows Seven BETA is expiring   I don't mind, I just don't want to have to back up EVERYTHING for reformat"
0,"So I'm not just home alone, I'm alone in the USA. And todays my baby sis birthday  who's gonna keep me company??"
0,Nick Griffin wins seat in North West   The two areas I've lived in have elected fascists.  I'm fucking furious. 
0,Will be in Congo during political elections. Never a good idea. 
0,  I actually liked that title: The Mayor of Twitterville.
0,"I'm cold  Norco, United States N 33� 57' 0'' / W 117� 33' 0''"
0,"I want to cry  just did a 12 mile road march with all my gear and a 60 pound ruck sack, I hate the ARMY"
0, hey! i was buzzed to see i could vote for an award for you but it turns out residents in the uk can't vote! im sorry! 
0,That movie was so bad it set back civil rights back to the 50's  Antioch white people know nothing about B
0, no teaching?  And what's liberal studies?
0,keep havin dreams    and  finally tour the us &amp; somethin stupid always stops me from going!! 
0, It's the same resolution as my previous screens 
0,"    are paramore going to the MTV awards? i tryed voting for decode, but it wouldnt let me vote  not cool"
0, Someone. You don't know. The guy I like commented on her Facebook. I'm jealous he's friends with her. 
0,heard 2nd reith lecture 'morality in politics' again.It does not go down any cliche'd road.  to blog  
0,"I wish I could live in the US, the UK and here at the same time "
0,CBI is Congress Bureau of Investigation. ...Ita a BIG RED QUESTION MARK on the capability of Indian Judiciary S 
0, I couldn't make it to the premier     my mom and dad weren't here to drive me. But I love you demi and selena
0,start my content campaign last night.. &amp; today my ads are still &quot;under review&quot;  - -
0,   CONGRATULATIONS!   I Would Vote For Yuu But It Wont Let Me Register 
0, lol i know he will so make a good president!! LOL so excited for concert now! and there isn't a webchat before though! 
0, Wish I could vote from here 
0,gah election nights are like crack for me - why do they have be the night before my last exam admin law over elections + talisker 
0,I still cann't vote on Mr twitter. The &quot;+&quot; doesn't appears  
0,Getting prepped for my Visa renewal tomorrow. Always a nerve racking experience not knowing if I'll be allowed to keep working in the US 
0, wish I was going to the show tomorrow  but omg if you're on the US side I live like 20 min from there!!!
0, its okay boo 
0, what's the cheapest unleaded petrol in the whole of the UK? I'm getting sick of the increases by the stupid government! 
0," trouble is, Diversity and Flawless will split the vote, so think it will affect either winning "
0,- well it finally happened. My body has revolted against 5 nights of good times. I guess that 4 is my limit in a 7 day span. 
0, Hey U should Do something for the Military Families while your in GA My hubby is leaving to Afghanistan in NOV  5th deployment
0,why is every box showing a + except mishas????  im voting for you misha in spirit at min cos its not working 
0,"While watching the French Open, I realized I want to go to the US Open this year, but I can't 'cause I won't be here "
0, yes that's her .. she's deploying next month for the military 
0,Just realised the worst thing about full time work: I can't watch Prime Minister's Questions today 
0, Makes me wonder how many of our US politicians have read the Constitution lately. Gingrich + Huckabee.    
0,us govt secrets - obama's non-transparency - eff drop charges   -national security excuse - 
0, we tried our best but the government didn't listen i'm afraid 
0," awwww, im not going summertime ball  boo. but i did vote lotsies&lt;3 have a real good time guys♥ loveyouLOADSSS(L)"
0,kind of sad my friend is gonna pop the question  damn military
0," prominent DEMOCRAT in '63: &quot;Segregation now, segregation tomorrow, segregation forever.&quot; Your point??? fallacies make me cry "
0,The file is corrupted! I cant open it  i hate it when the virus is on my laptop! :-C
0," Hey Spike I read this morning newspaper about !! It didnt came true, Damn politics!!!  How are ya?"
0,"Caran d'Ache Prismalo I in the US. These R my favorite pencils, the only ones I use. Almost impossible 2 find them here.  Advise 4 me?"
0, it's the US number! I cant call from here! Suicide it is 
0, Free donuts &amp; ice cream?! Why can't I live in the US?  And you're going to Lolla? I can' *cries*
0," that is such bulls--t!! I hate how we cater to them, they treat their citizens horribly.   "
0,crying so much watching army  didnt expect this to happen 
0,"i wanna be in U.S.A   it's sooo wunderful, germany is boring  dont cha?   work on my own song and i hope i'll get it to become fameous"
0,I really do hope I'm not the only person in my company that voted  Tut tut  
0, ONE HAPPY 17TH IS ALL  WANT  I DONT MEAN TO BE SO RADICAL AND TYPING ALL CAPS BUT I WANT THIS
0, &quot; art.: 10 conservative women they'd like2 'hate f**k' &quot; -- if it looks like rape and sounds like  Pathetic.  
0,Tehran all those brave ppl fighting for justice its unbelievable that they could just tell the media to stay out i hope we will get infos 
0," haha, well yeah this makes her so much nicer  argh I wish I could vote  lol"
0," Its too late to vote already in Texas, only for best movie. I even signed up on  just for you "
0, dude. Just don't cry!! I know that hurts! 
0,people are at  either for a fight or to watch a fight. sigh  does civil society gets to be civil?
0,sad to have missed the Bulls momentous win - no televising of the game in the U.S.   
0, how long will juho be in the US? You'll get you LVATT! I don't 
0, treaty isn't defined 
0,"Indian govt. orgs are totally  all set to go, de rspnded to our query after 6  need to review its comments "
0, it wont let me vote for her or mollie 
0," The US version of Bing has all the new features, Bing UK is just a redressed  We get the nice things later "
0, I wish they were! I have ant traps in the pots and that isn't working 
0, I wish  would open a Clandestine store in the UK. It costs a fortune to get Clandestine merch from the US 
0,GM goes bankrupt tomorrow. I wonder how many blue states in the midwest go red in the next election 
0,"&quot;If you are a U.S. citizen between the ages of 18-27, and you are a person, you�re eligible!&quot;  looks like you can't apply "
0,"I've had to run my 30&quot; monitor at 800x600 resolution today, I feel so ashamed "
0,Someone in UNITED STATES didn't like Green Terror  
0,I find it sad that the Tokio Hotel fans won't unleash their mad voting skillz for TH's labelmate . 
0,painting my nails green in an attempt to look like an army person. annoyed that everyone seems to tan apart from me! freckles and sunburn 
0,"Poor Greg  stupid UK, always doing the sympathy vote. xo"
0, The pictures simply do not do it any justice at all. 
0," btw what? ooh bbq, nice - was hoping to have one this weekend but not looking good "
0,bored of non-inspiring and lazy colleagues.  where is the innovation? and the spirit? and the resolute government?
0, been trying all day but I can't get to the site to vote 
